date,provider,account_id,account_name,region,service,resource_id,resource_name,instance_type,environment,business_unit,application,owner,status,cost_usd,cpu_utilization_p95,invocations,attached_to,storage_gb,last_access_days
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-028ab1b035d3cff41,billing-etl-m5-29,m5.4xlarge,prod,Streaming,billing-etl,security-team,running,19.5346,66.7,,,,
2026-04-02,AWS,112233445566,prod-media,us-west-2,EC2,i-02d3a169bdd844f9e,epg-service-m5-48,m5.large,prod,Security,epg-service,media-team,running,2.2881,56.5,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-03271df9f1a7448a2,cdn-origin-c5-64,c5.4xlarge,dev,Platform,cdn-origin,media-team,running,15.9279,70.4,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-0346355568b4d7b12,cdn-origin-r5-50,r5.2xlarge,staging,Analytics,cdn-origin,security-team,running,11.9658,62.0,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-0384914a9fec09343,cdn-origin-m5-50,m5.4xlarge,staging,Broadband,cdn-origin,platform-team,running,18.4883,61.9,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.3234,63.3,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-044f1673c7b6eb5fd,epg-service-m5-62,m5.4xlarge,staging,Analytics,epg-service,data-eng,running,18.4402,29.9,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-04f37a44208f37ec0,recommendation-engine-m5-54,m5.xlarge,test,Security,recommendation-engine,media-team,running,4.364,48.7,,,,
2026-04-02,AWS,223344556677,shared-services,eu-west-1,EC2,i-058d8c3cbe0616cac,auth-gateway-m5-75,m5.large,test,Platform,auth-gateway,cloudops,running,2.2867,83.1,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-0632e506795eaf5a5,auth-gateway-c5-72,c5.4xlarge,prod,Streaming,auth-gateway,media-team,running,15.8624,36.5,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-067e3490298a1d724,billing-etl-r5-30,r5.2xlarge,prod,Analytics,billing-etl,data-eng,running,11.5632,59.6,,,,
2026-04-02,AWS,334455667788,analytics,us-west-2,EC2,i-06baa90aea93c7471,subscriber-api-r5-92,r5.2xlarge,staging,Analytics,subscriber-api,cloudops,running,11.2546,3.5,,,,
2026-04-02,AWS,334455667788,analytics,us-west-2,EC2,i-06ef9f66da87bc701,vod-transcoder-m5-22,m5.xlarge,test,Platform,vod-transcoder,cloudops,running,4.5881,41.3,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-07369054117158d16,subscriber-api-c5-19,c5.4xlarge,test,Broadband,subscriber-api,data-eng,running,15.787,27.9,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-074aa9179f85821af,recommendation-engine-m5-85,m5.2xlarge,prod,Platform,recommendation-engine,security-team,running,9.4388,62.4,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-079f69e5d8e7a5a59,recommendation-engine-c5-80,c5.4xlarge,staging,Broadband,recommendation-engine,data-eng,running,15.8138,1.6,,,,
2026-04-02,AWS,334455667788,analytics,us-west-2,EC2,i-080493ff463816899,recommendation-engine-m5-29,m5.xlarge,dev,Platform,recommendation-engine,cloudops,running,4.6357,39.6,,,,
2026-04-02,AWS,334455667788,analytics,us-west-2,EC2,i-08324b72b72bf8249,epg-service-m5-98,m5.4xlarge,prod,Platform,epg-service,platform-team,running,18.5073,30.9,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-0850db85d07cf4a31,vod-transcoder-m5-41,m5.xlarge,dev,Platform,vod-transcoder,cloudops,running,4.6974,63.2,,,,
2026-04-02,AWS,334455667788,analytics,us-west-2,EC2,i-085b747a6bf646d2f,billing-etl-c5-46,c5.4xlarge,staging,Security,billing-etl,media-team,running,15.9391,48.9,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.727,63.1,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-08ad58acc5f079079,vod-transcoder-m5-64,m5.xlarge,dev,Security,vod-transcoder,data-eng,running,4.5214,34.0,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-08b0adb91bc79914c,cdn-origin-r5-96,r5.2xlarge,prod,Analytics,cdn-origin,cloudops,running,11.6553,3.3,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-08fa6f1f24dbfba50,billing-etl-m5-21,m5.2xlarge,dev,Security,billing-etl,security-team,running,9.3051,60.8,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-097929e25b9a8a91c,billing-etl-m5-49,m5.2xlarge,prod,Broadband,billing-etl,cloudops,running,10.2517,45.8,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-09e8c4edeba8ed610,billing-etl-m5-30,m5.xlarge,prod,Platform,billing-etl,platform-team,running,4.7071,76.9,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-09fc82373b5d47b3c,epg-service-m5-62,m5.large,staging,Platform,epg-service,cloudops,running,2.3009,40.8,,,,
2026-04-02,AWS,112233445566,prod-media,us-west-2,EC2,i-0a23dfc19da9734b1,billing-etl-m5-17,m5.xlarge,staging,Streaming,billing-etl,media-team,running,4.6125,28.2,,,,
2026-04-02,AWS,334455667788,analytics,eu-west-1,EC2,i-0a5b5039f7dc8c67b,auth-gateway-m5-66,m5.large,dev,Streaming,auth-gateway,security-team,stopped,0.0,,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-0a7ca604204314824,cdn-origin-m5-11,m5.xlarge,staging,Streaming,cdn-origin,data-eng,running,4.7804,82.7,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-0ba99e5649f93ec72,cdn-origin-m5-45,m5.4xlarge,test,Analytics,cdn-origin,data-eng,running,19.3357,21.9,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-0bb47502f7205f6f7,cdn-origin-c5-77,c5.4xlarge,prod,Analytics,cdn-origin,platform-team,running,15.7915,84.3,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,8.6801,38.2,,,,
2026-04-02,AWS,334455667788,analytics,eu-west-1,EC2,i-0ccf4fc551e3462cb,vod-transcoder-m5-23,m5.4xlarge,staging,Security,vod-transcoder,data-eng,running,18.3352,30.1,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-0d0188441a616e4e4,cdn-origin-m5-26,m5.xlarge,prod,Broadband,cdn-origin,platform-team,running,4.5119,43.0,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-0d7b522ab45fd6348,cdn-origin-m5-60,m5.xlarge,prod,Broadband,cdn-origin,platform-team,running,4.6488,60.2,,,,
2026-04-02,AWS,223344556677,shared-services,eu-west-1,EC2,i-0dcaccb8094c7e98e,subscriber-api-c5-52,c5.4xlarge,dev,Streaming,subscriber-api,platform-team,running,14.7676,28.9,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-0e08f99629e1e6829,epg-service-m5-26,m5.2xlarge,test,Platform,epg-service,platform-team,running,8.5573,59.3,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.4493,60.8,,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,EC2,i-0fb16b97669283ad8,billing-etl-c5-44,c5.4xlarge,staging,Streaming,billing-etl,media-team,stopped,0.0,,,,,
2026-04-02,AWS,112233445566,prod-media,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:112233445566:function:auth-gateway-fn-04,auth-gateway-fn-04,,staging,Security,auth-gateway,platform-team,active,0.7368,,351213.0,,,
2026-04-02,AWS,112233445566,prod-media,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:112233445566:function:epg-service-fn-07,epg-service-fn-07,,prod,Analytics,epg-service,security-team,active,0.8115,,396208.0,,,
2026-04-02,AWS,112233445566,prod-media,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:112233445566:function:subscriber-api-fn-06,subscriber-api-fn-06,,prod,Broadband,subscriber-api,platform-team,active,0.1611,,75280.0,,,
2026-04-02,AWS,223344556677,shared-services,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:223344556677:function:cdn-origin-fn-09,cdn-origin-fn-09,,dev,Security,cdn-origin,security-team,active,0.0,,0.0,,,
2026-04-02,AWS,223344556677,shared-services,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:223344556677:function:epg-service-fn-03,epg-service-fn-03,,dev,Broadband,epg-service,security-team,active,0.8733,,415184.0,,,
2026-04-02,AWS,223344556677,shared-services,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:223344556677:function:subscriber-api-fn-05,subscriber-api-fn-05,,dev,Analytics,subscriber-api,platform-team,active,0.0,,0.0,,,
2026-04-02,AWS,334455667788,analytics,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:334455667788:function:auth-gateway-fn-08,auth-gateway-fn-08,,staging,Platform,auth-gateway,cloudops,active,0.0,,0.0,,,
2026-04-02,AWS,334455667788,analytics,eu-west-1,Lambda,arn:aws:lambda:eu-west-1:334455667788:function:auth-gateway-fn-12,auth-gateway-fn-12,,prod,Streaming,auth-gateway,cloudops,active,0.885,,412374.0,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,Lambda,arn:aws:lambda:us-east-1:112233445566:function:auth-gateway-fn-02,auth-gateway-fn-02,,prod,Platform,auth-gateway,media-team,active,0.0,,0.0,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,Lambda,arn:aws:lambda:us-east-1:112233445566:function:subscriber-api-fn-11,subscriber-api-fn-11,,staging,Broadband,subscriber-api,platform-team,active,0.6661,,308001.0,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,Lambda,arn:aws:lambda:us-east-1:223344556677:function:billing-etl-fn-10,billing-etl-fn-10,,dev,Streaming,billing-etl,data-eng,active,0.0,,0.0,,,
2026-04-02,AWS,223344556677,shared-services,us-east-1,Lambda,arn:aws:lambda:us-east-1:223344556677:function:vod-transcoder-fn-13,vod-transcoder-fn-13,,test,Platform,vod-transcoder,media-team,active,0.5686,,283777.0,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,Lambda,arn:aws:lambda:us-east-1:334455667788:function:billing-etl-fn-14,billing-etl-fn-14,,prod,Streaming,billing-etl,media-team,active,0.2438,,121879.0,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,Lambda,arn:aws:lambda:us-east-1:334455667788:function:subscriber-api-fn-00,subscriber-api-fn-00,,staging,Broadband,subscriber-api,security-team,active,0.0296,,15139.0,,,
2026-04-02,AWS,112233445566,prod-media,us-west-2,Lambda,arn:aws:lambda:us-west-2:112233445566:function:vod-transcoder-fn-01,vod-transcoder-fn-01,,test,Streaming,vod-transcoder,data-eng,active,0.3273,,164506.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-analytics,centralindia,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-analytics/providers/Microsoft.Web/sites/epg-service-func-02,epg-service-func-02,,dev,Analytics,epg-service,security-team,active,0.1361,,70352.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-analytics,westeurope,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-analytics/providers/Microsoft.Web/sites/subscriber-api-func-06,subscriber-api-func-06,,test,Broadband,subscriber-api,media-team,active,0.363,,200881.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-analytics,eastus,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-analytics/providers/Microsoft.Web/sites/subscriber-api-func-07,subscriber-api-func-07,,test,Platform,subscriber-api,platform-team,active,0.1612,,80536.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-analytics,westeurope,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-analytics/providers/Microsoft.Web/sites/vod-transcoder-func-14,vod-transcoder-func-14,,dev,Platform,vod-transcoder,cloudops,active,0.2232,,104768.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,westeurope,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Web/sites/billing-etl-func-00,billing-etl-func-00,,test,Analytics,billing-etl,media-team,active,0.134,,64215.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,westeurope,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Web/sites/cdn-origin-func-12,cdn-origin-func-12,,prod,Broadband,cdn-origin,platform-team,active,0.1924,,106301.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,eastus,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Web/sites/recommendation-engine-func-03,recommendation-engine-func-03,,dev,Platform,recommendation-engine,data-eng,active,0.4374,,215009.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-media-prod,eastus,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-media-prod/providers/Microsoft.Web/sites/subscriber-api-func-01,subscriber-api-func-01,,prod,Platform,subscriber-api,security-team,active,0.0,,0.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-platform-shared,eastus,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-platform-shared/providers/Microsoft.Web/sites/auth-gateway-func-05,auth-gateway-func-05,,test,Security,auth-gateway,platform-team,active,0.4862,,247700.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-platform-shared,westeurope,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-platform-shared/providers/Microsoft.Web/sites/billing-etl-func-13,billing-etl-func-13,,dev,Security,billing-etl,media-team,active,0.2528,,118381.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-platform-shared,centralindia,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-platform-shared/providers/Microsoft.Web/sites/cdn-origin-func-11,cdn-origin-func-11,,prod,Security,cdn-origin,security-team,active,0.291,,147474.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-platform-shared,westeurope,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-platform-shared/providers/Microsoft.Web/sites/epg-service-func-08,epg-service-func-08,,prod,Broadband,epg-service,data-eng,active,0.1551,,78559.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-platform-shared,westeurope,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-platform-shared/providers/Microsoft.Web/sites/epg-service-func-09,epg-service-func-09,,staging,Platform,epg-service,data-eng,active,0.0,,0.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-platform-shared,eastus,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-platform-shared/providers/Microsoft.Web/sites/epg-service-func-10,epg-service-func-10,,prod,Platform,epg-service,media-team,active,0.0,,0.0,,,
2026-04-02,Azure,8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99,rg-platform-shared,eastus,Azure Functions,/subscriptions/8f2a1c4e-9b13-4d7a-a6c5-2e0f1b7d3a99/resourceGroups/rg-platform-shared/providers/Microsoft.Web/sites/recommendation-engine-func-04,recommendation-engine-func-04,,test,Streaming,recommendation-engine,platform-team,active,0.3353,,173082.0,,,
