date,provider,account_id,account_name,region,service,resource_id,resource_name,instance_type,environment,business_unit,application,owner,status,cost_usd,cpu_utilization_p95,invocations,attached_to,storage_gb,last_access_days
2026-04-29,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.7457,32.0,,,,
2026-04-30,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.8771,39.3,,,,
2026-05-01,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.2685,40.1,,,,
2026-05-02,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0585,37.7,,,,
2026-05-03,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.4466,35.7,,,,
2026-05-04,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3844,34.1,,,,
2026-05-05,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0822,35.3,,,,
2026-05-06,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.7752,39.2,,,,
2026-05-07,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.043,37.1,,,,
2026-05-08,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3932,39.0,,,,
2026-05-09,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.4613,36.6,,,,
2026-05-10,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.06,36.7,,,,
2026-05-11,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.594,30.6,,,,
2026-05-12,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.7284,32.6,,,,
2026-05-13,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3634,33.0,,,,
2026-05-14,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0766,42.8,,,,
2026-05-15,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0847,40.3,,,,
2026-05-16,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.8718,36.1,,,,
2026-05-17,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.8658,35.5,,,,
2026-05-18,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.5258,29.4,,,,
2026-05-19,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3761,38.1,,,,
2026-05-20,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.997,30.6,,,,
2026-05-21,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.2426,34.7,,,,
2026-05-22,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3018,37.1,,,,
2026-05-23,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.8065,36.0,,,,
2026-05-24,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.8387,37.8,,,,
2026-05-25,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.2971,43.1,,,,
2026-05-26,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.5239,38.6,,,,
2026-05-27,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.7554,31.8,,,,
2026-05-28,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.9802,32.9,,,,
2026-05-29,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0723,30.9,,,,
2026-05-30,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.4501,36.1,,,,
2026-05-31,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.6738,32.5,,,,
2026-06-01,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3316,40.8,,,,
2026-06-02,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.9521,50.0,,,,
2026-06-03,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3688,32.6,,,,
2026-06-04,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.43,38.2,,,,
2026-06-05,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.9163,35.2,,,,
2026-06-06,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.9904,36.4,,,,
2026-06-07,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.609,37.7,,,,
2026-06-08,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.1575,32.4,,,,
2026-06-09,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.5986,34.9,,,,
2026-06-10,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.1962,44.9,,,,
2026-06-11,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.264,41.4,,,,
2026-06-12,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0319,31.8,,,,
2026-06-13,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.8602,33.8,,,,
2026-06-14,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,10.0006,33.4,,,,
2026-06-15,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.5251,33.0,,,,
2026-06-16,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.5594,38.8,,,,
2026-06-17,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.1583,36.9,,,,
2026-06-18,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.9746,39.0,,,,
2026-06-19,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0483,31.6,,,,
2026-06-20,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.7449,37.8,,,,
2026-06-21,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.7981,37.8,,,,
2026-06-22,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.1723,38.3,,,,
2026-06-23,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.6974,38.0,,,,
2026-06-24,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0645,42.0,,,,
2026-06-25,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.3741,43.9,,,,
2026-06-26,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.2835,31.6,,,,
2026-06-27,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.7116,44.4,,,,
2026-06-28,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.8514,36.2,,,,
2026-06-29,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,9.0747,43.5,,,,
2026-06-30,AWS,112233445566,prod-media,us-west-2,EC2,i-01b318fbcbc82d785,billing-etl-m5-26,m5.2xlarge,prod,Analytics,billing-etl,media-team,running,8.8079,33.1,,,,
2026-04-02,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.727,63.1,,,,
2026-04-03,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.0375,60.4,,,,
2026-04-04,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.5857,67.0,,,,
2026-04-05,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.709,61.8,,,,
2026-04-06,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.9594,61.2,,,,
2026-04-07,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3054,64.2,,,,
2026-04-08,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.8163,63.6,,,,
2026-04-09,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3001,81.9,,,,
2026-04-10,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.9079,56.5,,,,
2026-04-11,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.1101,51.9,,,,
2026-04-12,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.9982,65.3,,,,
2026-04-13,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.6605,57.4,,,,
2026-04-14,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.9749,46.7,,,,
2026-04-15,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.156,54.9,,,,
2026-04-16,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.0208,56.3,,,,
2026-04-17,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.1813,49.6,,,,
2026-04-18,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.6752,79.0,,,,
2026-04-19,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.7414,54.6,,,,
2026-04-20,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.8932,84.8,,,,
2026-04-21,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.7841,60.1,,,,
2026-04-22,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3419,76.0,,,,
2026-04-23,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.8522,61.1,,,,
2026-04-24,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.5026,66.2,,,,
2026-04-25,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.0773,61.9,,,,
2026-04-26,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.7092,61.1,,,,
2026-04-27,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.1178,64.7,,,,
2026-04-28,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.0113,66.5,,,,
2026-04-29,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.5893,64.1,,,,
2026-04-30,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3457,63.3,,,,
2026-05-01,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.216,57.5,,,,
2026-05-02,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3327,62.2,,,,
2026-05-03,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.9876,74.8,,,,
2026-05-04,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3582,57.2,,,,
2026-05-05,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.8059,71.9,,,,
2026-05-06,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3129,66.5,,,,
2026-05-07,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.5729,69.9,,,,
2026-05-08,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3835,54.5,,,,
2026-05-09,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.0422,64.9,,,,
2026-05-10,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.2353,60.7,,,,
2026-05-11,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.1779,61.0,,,,
2026-05-12,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.2722,74.0,,,,
2026-05-13,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.2698,61.1,,,,
2026-05-14,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.2811,65.2,,,,
2026-05-15,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.0789,49.7,,,,
2026-05-16,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3369,76.0,,,,
2026-05-17,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.6506,69.4,,,,
2026-05-18,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.0949,62.5,,,,
2026-05-19,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,8.8279,60.4,,,,
2026-05-20,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.6952,67.3,,,,
2026-05-21,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.8546,71.8,,,,
2026-05-22,AWS,334455667788,analytics,us-east-1,EC2,i-0862e023420af148e,auth-gateway-m5-71,m5.2xlarge,dev,Broadband,auth-gateway,data-eng,running,9.3779,76.1,,,,
